docdb_family_id,stratum,score,neuro,ml,verdict,title,abstract
12761456,1,0.000515,0,0,NOT_NOML,DECOMPOSING METHOD FOR NOX,"PURPOSE:To reduce and decompose NOX efficiently while suppressing the oxidation of SOX by treating the NOX in waste gases contg. NOX and SOX with NH3 in the presence of the TiO2-V2O5-tin oxide catalysts prepd. by using stannous oxide as raw materials for tin oxide. CONSTITUTION:A raw material of TiO2 (e.g.; titanium oxide), a raw material of V2O5 (e.v.; V2O5 powder), and stannous oxide in the form of powder or the like are mixed. Next, water and molding assistants such as silica sol, glass powder or the like are added to this mixture, and these are mixed as uniformly as possible, thence the mixture is molded, dried and fired, whereby the above- mentioned catalysts are prepd. Thence, waste gases contg. NOX and SOX and the NH3 of 0.6-2 times mole the NOX are flowed through the bed of such catalysts under 200-600 deg.C temp. conditions. As a result, the NOX is reduced and decomposed efficiently while the oxidation of SOX is suppressed."
63611601,1,0.000513,0,0,NOT_NOML,Effectual shoe machine that dries by fire of drying,"The utility model relates to a dry by the fire shoe machine equipment technical field, and disclose an effectual shoe machine that dries by fire of drying, including the shoe cabinet, the cabinet doorhas been seted up in the front of shoe cabinet, the outer wall fixedly connected with handle of cabinet door, the inner wall of shoe cabinet is located the one end fixedly connected with deodorization package of bottom side, the last fixed surface of shoe cabinet is connected with the organism, the air outlet has been seted up at the top of organism, the top swing joint of air outlet has the stopper, the inner wall fixedly connected with sterilamp of organism, the bottom fixedly connected with fan of organism. This effectual shoe machine that dries by fire of drying through setting up deodorization package and sterilamp, can realize deodorization, peculiar smell removing and the purpose of disinfecting, through the rotatory epaxial rotor plate of the output fixed connection who sets up the motor, is provided with five fans, and the air outlet of fan is provided with and lies in the inside heating wire of organism, can realize carrying out even stoving on a large scale to shoes."
77132731,1,0.000499,0,0,NOT_NOML,Carbon black loaded highly-ordered PtCo intermetallic compound as well as synthesis method and application thereof,"The invention provides a synthesis method of a carbon black loaded highly-ordered PtCo intermetallic compound. The method comprises the following steps of A) dispersing cobalt salt, platinum salt and carbon black in a solvent to obtain turbid liquid; and B) removing a solvent from the turbid liquid, and sequentially conducting high-temperature annealing and slow cooling to obtain the carbon black loaded highly-ordered PtCo intermetallic compound, wherein slow cooling refers to naturally cooling after cooling to 550-650 DEG C at a cooling rate of 1.0-1.3 DEG C/min. According to the synthesis method provided by the invention, after high-temperature annealing is conducted, the temperature is reduced to 550-650 DEG C at the cooling rate of 1-1.3 DEG C/min by regulating and controlling the cooling rate during annealing, so that not only can the increase of alloy components in particles be effectively promoted, but also the alloy can be effectively promoted to be converted into the intermetallic compound when the temperature is lower than the phase transformation temperature, namely an ordered structure is formed. The highly ordered PtCo catalyst obtained through synthesis has excellent stability and catalytic oxidation-reduction activity, and is superior to commercial Pt/C."
55249522,1,0.000477,0,0,NOT_NOML,Special working table for assembling rotors,"The invention discloses a special working table for assembling rotors. The special working table comprises a working table and a rubber table surface; the working table has a rectangular desk structure; square holes are formed in a working table surface; the number of the square holes is greater than or equal to three; the square holes are distributed in the working table surface in parallel; the working table surface is further provided with the rubber table surface; and the rubber table surface has the same structure as the working table surface. The special working table has the advantages that the special working table is integrally formed, relatively long in service lifetime, and capable of effectively improving the mounting speed of rotors; and in addition, the rubber table surface can protect the rotors from being damaged."
73885058,1,0.000471,0,0,NOT_NOML,Heat exchanger and adsorbent reaction reduction system using same,"Aiming at the problem that an adsorbent needs to be recycled, the utility model provides the heat exchanger and the adsorbent reaction reduction system using the heat exchanger, after the adsorbent loses activity, the adsorbent can be heated and reduced to restore the activity so as to be recycled, the adsorbent reduction effect is good, the heat exchanger comprises a shell, and the shell is arranged in the shell. A feeding port is formed in the upper end of the shell, a discharging port is formed in the lower end of the shell, a heat exchange medium inlet is formed in the lower end of the shell, a heat exchange medium outlet is formed in the upper end of the shell, the heat exchange medium inlet is connected with the heat exchange medium outlet through a heat exchange pipe and a heat exchange medium connecting cavity, and the heat exchange pipe transversely penetrates through the shell. The heat exchange medium connecting cavity is located in the side portion of the shell and used forconnecting the two adjacent sections of heat exchange pipes. A longitudinally-arranged baffle is further arranged in the shell. A reducing gas inlet is further formed in the lower end of the shell and used for introducing reducing gas, a reducing gas outlet is formed in the upper end of the shell, and the heat exchanger is connected through a flue gas purification device to form a reaction system."
55454799,1,0.000469,0,0,NOT_NOML,Method and apparatus for print job with reduced memory footprint size,A method is described that includes applying a job ticket to a series of pages to produce a next sheet of document to be printed. The method further includes comparing substantive content of the sheet to respective substantive sheet content for a group of one or more previously generated sheets of the document that each contain the respective sheet content. The method further includes referencing the sheet to the group because the substantive content matched the respective substantive sheet content.
73788352,1,0.000361,0,0,NOT_NOML,Quenching tank capable of realizing automatic feeding,"The utility model discloses a quenching tank capable of realizing automatic feeding, which comprises a quenching tank body, a conveying mechanism and a feeding device, and the feeding device comprisesa lifting turnover structure; the lifting overturning structure comprises a rack, an air cylinder, a supporting plate, an overturning plate and a limiting block, the air cylinder is arranged below the rack, a telescopic shaft of the air cylinder is connected with the supporting plate above the air cylinder, and the overturning plate is arranged on the supporting plate, so that the air cylinder can drive the supporting plate and the overturning plate to reciprocate up and down; a blocking component is arranged on one side of the feeding end, the blocking component extends to the overturning plate, and when the overturning plate moves upwards to make contact with the blocking component, the overturning plate inclines towards the side of the blocking component; the limiting blocks are arranged on the two sides of the upper end face of the supporting plate, and the two limiting blocks are rotationally connected with the side portions of the overturning plate through rotating shafts respectively. Through the arrangement of the feeding device, the workpieces can enter the quenching tank automatically, the labor cost is reduced, and the whole process is stable and controllable."
63354374,1,0.000325,0,0,NOT_NOML,Operation smoke collecting and filtering device,"The invention discloses an operation smoke collecting and filtering device for collecting and filtering smoke and waste gases produced in the operation. The operation smoke collecting and filtering device is composed of a box body, a box cover, a sealing ring, a control unit, a negative pressure device, a solenoid valve, a plate-type filter element and hasps. The control unit is composed of a power switch, a manual switch, a pedal switch, an overcurrent protector and a negative pressure setting controller; the negative pressure setting controller is composed of a negative pressure setting part, a negative pressure control part and a negative pressure value display part; the box body is divided into a negative pressure box and a filter box by virtue of a partition plate; multiple groups ofslots are formed in the filter box; the filter element adopts a plate type; the plate-type filter element is inserted into the slots and performs multistage filtration; the box cover is arranged on the box body, the sealing ring is arranged below the box cover, and matched hasps are arranged on the box body and the box cover; and the negative pressure box can become a sealed space by fixing the hasps. The operation smoke collecting and filtering device is reasonable in design, convenient to use, safe and reliable."
65511225,1,0.00031,0,0,NOT_NOML,Lubricating oil mediation system based on portable vehicle platform,"The utility model provides a lubricating oil mediation system based on portable vehicle platform, it includes portable vehicle platform (1), be provided with on portable vehicle platform (1) and be used for the integrated loading platform who arranges lubricating oil mediation system, lubricating oil mediation system includes the oil mediation unit and the oil tank jar body (2), oil mediation unitincludes raw materials interface pipeline (3), filter (4), oil drain pump (5), precision filter (6) and flowmeter (7), raw materials interface pipeline (3), filter (4), all install on the loading platform of portable vehicle platform (1) oil drain pump (5) and flowmeter (7), the utility model discloses the advantage is: produce great change to traditional processing technology. After using the MBS system, the tank field is compacter, need not pipeline laying, need not build special mediation factory building, need not build the semi -manufactures tank district."
43011578,1,0.000243,0,0,NOT_NOML,REACTION APPARATUS FOR PRODUCING TRICHLOROSILANE GAS,"The present invention relates to a reaction apparatus for producing trichlorosilane gas. The reaction apparatus comprises: a cylindrical casing which receives silicon tetrachloride gas and hydrogen gas through the lower portion thereof and guides the received gas to the upper portion thereof; a heater installed in the casing to supply heat into the casing; an induction heating unit for induction-heating the heater; a heating medium which is injected into the casing and which is constituted by inert inorganic particles; and a plurality of nozzles arranged in the lower portion of the casing to spray the silicon tetrachloride gas and the hydrogen gas into the casing. The thus-configured reaction apparatus for producing trichlorosilane gas according to the present invention enables the silicon tetrachloride gas and the hydrogen gas to be remarkably uniformly mixed, and in particular has superior heat transfer efficiency, improved overall operating efficiency, and low operating costs. The reaction apparatus of the present invention minimizes the temperature of the heater relative to the mixture gas of the silicon tetrachloride gas and the hydrogen gas to prevent a side reaction of the hydrogen gas with the heater, thereby producing high purity trichlorosilane gas."
79429053,1,0.000193,0,0,NOT_NOML,Detachable liquid storage dryer for automobile air conditioner,"The utility model provides a detachable automobile air conditioner receiver-drier which comprises a condenser connecting pipe, a connecting disc, a limiting valve, a sealing gasket, a main receiver-drier body, an auxiliary receiver-drier body and an expansion valve connecting pipe. The sealing gasket is embedded in the connecting disc; the main liquid storage dryer is installed in the connecting disc through bolts, the auxiliary liquid storage dryer is installed in the connecting disc through bolts, and the expansion valve connecting pipe is welded to the lower portion of the connecting disc. Due to the arrangement of the condenser connecting pipe, the limiting valve and the auxiliary liquid storage dryer, replacement can be rapidly carried out, and normal use can still be achieved in the replacement project."
95843490,1,0.000182,0,0,NOT_NOML,Hoisting type anti-theft push plate and vending machine,"The utility model discloses a hoisting style anti-theft push plate and vending machine, including driving mechanism, mount and push plate, the driving mechanism is installed on the mount, the push plate is slidingly installed on the bottom of the mount, the output end of the driving mechanism is connected with the push plate, is used for pushing the push plate to slide on the mount. The push plate is installed at the bottom of the fixing frame in a hanging mode, a certain distance is reserved between the push plate and the fixing piece, when water vapor is condensed into water drops to be accumulated on the push plate, connection between the push plate and the fixing frame is not affected, and therefore the push plate can continue to slide at the bottom of the fixing frame, the structure is simple, and use is convenient."
50353332,1,0.000177,0,0,NOT_NOML,Preparation method and application of dolomite inhibitor,"A preparation method of a dolomite inhibitor comprises the following steps of firstly mixing sulfuric acid, hydrochloric acid and water by the mass ratio of the sulfuric acid to the hydrochloric acid to the water = 2-7:1-2:8-13 to obtain a solution 1, then adding benzoic acid or nitrobenzene into the solution 1 by the mass ratio of 1-3:3-10, and obtaining a solution 2 through stirring and solution; adding water-soluble sulfate or sulfite into the solution 2 by the mass ratio of 1-2:3-7, controlling the temperature of the solution 2 to be 40-50 DEG C, performing stirring reaction for 6-7h to obtain a solution 3, performing suction filtration on the solution 3 to obtain crystallized slime and finally drying the crystallized slime under the condition of 60-75 DEG C to obtain the dolomite inhibitor. By adopting the dolomite inhibitor, dolomites can be inhibited, and the fluorite concentrate grade is improved."
94301729,1,0.000121,0,0,NOT_NOML,Deacidification and degumming settling agent for lubricating oil as well as preparation method and application of deacidification and degumming settling agent,"The invention relates to the technical field of waste lubricating oil treatment, in particular to a lubricating oil deacidification and degumming settling agent and a preparation method and application thereof. The invention relates to a lubricating oil deacidification and degumming settling agent which is prepared from the following raw materials in parts by mass: 90-95 parts of potassium silicate with the mass concentration of 50%, 8-12 parts of calcium-based alkaline mineral powder, 7-9 parts of organic amine, 3-4 parts of a nonionic surfactant, 2-3 parts of a dispersing agent, 50-60 parts of an organic solvent and 20-30 parts of water. According to the deacidification and degumming settling agent for the lubricating oil, a new polymer obtained after the calcium-based alkaline mineral powder and the potassium silicate are combined with the pillared agent for modification and activity excitation is adopted, and the deacidification and degumming settling agent has very high adsorption capacity and ion exchange capacity, can adsorb polar substances such as carboxylic acid and inorganic acid in the waste lubricating oil, and has efficient deacidification and degumming effects; in practice, the acid value of the waste lubricating oil can be reduced from 8mgKOH/g to below 0.01 mgKOH/g by using the acid reducing agent."
86299037,2,0.002993,0,0,NOT_NOML,Valve actuator,"The invention discloses a valve actuator, and relates to the technical field of valve switch control equipment. The valve actuator comprises a rack, the rack is provided with a fixing plate, a mounting plate and a rotating shaft, a lifting cam is mounted on one side face of the fixing plate, the lifting cam is provided with a first through hole for the rotating shaft to penetrate through, and a stroke groove is formed in the circumferential face of the outer side of the lifting cam; the start-stop control assembly comprises a rotating disc, a pressing shaft and a bottom plate, the rotating disc is rotatably mounted on the mounting plate, one end of the rotating shaft is rotatably mounted on the fixing plate, the other end of the rotating shaft is connected to the rotating disc, the pressing shaft is movably inserted into the rotating disc, one end of the pressing shaft is movably mounted in the stroke groove, and the other end of the pressing shaft is connected to the bottom plate. The other end of the pressing shaft is connected to the bottom plate, and a clamping jaw is arranged on one side face of the bottom plate. After the valve actuator is installed on the valve, the valve actuator can be actively separated from a handle of the valve, and an operator can conveniently and manually operate the valve."
38842940,2,0.002924,0,0,NOT_NOML,DRY FILM COMPRISING PHOTOSENSITIVE COMPOSITION AND INK JET HEAD COMPRISING THE DRY FILM,"<P>PROBLEM TO BE SOLVED: To enable pattern formation on a substrate having through holes and concavities by forming a cationic polymerizable epoxy-based photosensitive composition having high alkali resistance into a dry film, and to provide an ink jet head excellent in reliability by using the dry film. <P>SOLUTION: A phenoxy resin having an epoxy ring is mixed as a binder in an amount of 5-60 wt.%, thereby enhancing film performance. <P>COPYRIGHT: (C)2008,JPO&INPIT"
75795818,2,0.002823,0,0,NOT_NOML,Garbage compression device for water garbage collection robot,"The utility model provides a garbage compression device for a water garbage collection robot, belongs to the technical field of robots, and solves the problems of excessive water in garbage, increased load and the like. Comprising a ship body, a driving device, an extrusion bin, an extrusion plate and a baffle, the driving device, the extrusion bin, the extrusion plate and the baffle are arranged on the ship body, the driving device is used for driving the extrusion plate to move towards the baffle or move away from the baffle, and the extrusion plate is used for compressing garbage in the extrusion bin and filtering water in the garbage out of the baffle. The ship body can replace manual work to salvage garbage in water and can compress the garbage, the size and weight of the garbage are reduced, and the garbage load of the ship body is increased."
32954480,2,0.002811,0,0,NOT_NOML,ANIMAL CELL GROWTH RETARDANT AND ANTIOXIDANT COMPRISING PIGMENT SUBSTANCE DERIVED FROM MUSHROOMS,"<P>PROBLEM TO BE SOLVED: To obtain an animal cell growth retardant and/or an antioxidant derived from mushrooms realizing growth retarding effects and antioxidizing actions in any sites and in any timing for animal cells. <P>SOLUTION: The growth retardant for the animal cells is characterized as comprising a pigment produced in a woody part with Chlorociboria aeruginosa or its analogous fungi or a pigment contained in the fungal bodies of Chlorociboria aeruginosa or its analogous fungi as an active ingredient. <P>COPYRIGHT: (C)2004,JPO&NCIPI"
47058480,2,0.002726,0,0,NOT_NOML,Medicine applying scratcher,"The utility model provides a medicine applying scratcher. The scratcher comprises a handle, an injector and a hand-shaped rake, wherein one end of the handle is a handheld end, and the other end of the handle is provided with a sleeve; one end of the sleeve is fixedly connected with an end cap; the end cap is in threaded connection with a nut matched with the end cap; one end of a piston push rod of the injector is sleeved in the sleeve; the nut is screwed at the joint and presses a jacket curled edge of the injector; a hole is formed on the side wall of the sleeve; flow guide holes are formed in the rake; the rake comprises a connecting end connected and matched with an injection port of the injector; a plurality of fins are arranged at the other end of the rake, which is opposite to the connecting end; and the flow guide holes are formed in the connecting end and the fins. The medicine applying scratcher has the advantages that a patient with dermatosis can apply a medicine to the back and the waist by using the medicine applying scratcher; hands can be prevented from contacting the medicine, so that sanitation is achieved, and the medicine is prevented from being polluted; and an ointment can be effectively saved when the medicine is applied in a large area, and other susceptible populations cannot be infected."
73144841,2,0.002705,0,0,NOT_NOML,Construction warning board for water conservancy project,"The construction warning sign for the water conservancy project comprises a connecting rod, and a warning sign body is connected to the top of the connecting rod in a sleeved mode. A user pushes the push rod backwards, the push rod moves backwards to be matched with the sliding groove to enable the connecting column and the fixing plate to move backwards in a limiting mode, the fixing plate movesbackwards to drive the fixing column to move backwards, and the fixing column moves backwards to drive the sliding sleeve to move backwards. A spring backwards pushes a sliding sleeve to move and drives a hollow fixing rod to move backwards to be fixed in a limiting groove through an opening, otherwise, a push rod is pulled forwards to enable a connecting column and a fixing plate to move forwards, and the fixing plate forwards drives the sliding sleeve and the hollow fixing rod to move forwards to be disengaged from the limiting groove to remove fixation; and finally, the warning board body and the supporting rod are separated and are convenient to carry, the problem that an existing warning board is inconvenient to carry is solved, the labor force carried by a user is reduced, the working time of the user is shortened, and the practicability of the warning board is improved."
4588727,2,0.002611,0,0,NOT_NOML,Method for simplifying terminal processing in data transmission over cable,"The invention relates to a processing method of simplified terminal used in transferring data on cable by using MPEG packet to transfer protocol data packet. A target address field is created on a MPEG packet and target address field in protocol data packet is put into target address field of a MPEG packet at the data-transmitting end. When a data-receiving end receives a MPEG packet, it checks whether the target address is same as own target address. If yes, the data-receiving end accepts this MPEG packet; if no, the packet is discarded. The invention simplifies data processing on the terminal. The method makes the terminal, which does not recognize the format of invented MPEG packet, compatible."
26705268,2,0.002541,0,0,NOT_NOML,HERBICIDAL HETEROCYCLIC SULFONAMIDES,"Sulfonamides of the formula <CHEM> wherein J is a substituted aryl group of defined structure; R is H or a lower organic group; A is a mono- or bicyclic heterocyclic group; exhibit herbicidal activity. Some also show a plant growth regulant action, The novel compounds may be made by a variety of techniques, e.g. by reacting an arylamine JNH2 with a sulfonyl chloride ASO2Cl."
90226759,2,0.002541,0,0,NOT_NOML,Gold stamping and embossing integrated device for printed matter,"The utility model discloses a printed matter gilding and embossing integrated device, which belongs to the technical field of gilding and embossing devices, and comprises a support frame, a first driving roller and a second driving roller, the first driving roller is rotatably connected in the support frame, the second driving roller is rotatably connected in the support frame, and the first driving roller is rotatably connected in the support frame. A first forward and reverse motor is fixedly connected to the side face of the supporting frame, and the other end of an output shaft of the first forward and reverse motor is fixedly connected to the side face of the first transmission roller. People can use a control switch to control a second positive and negative motor to operate after placing a printed matter at the upper end of a placing plate, so that a first threaded column is driven to rotate, and a pressing plate is driven to move downwards to fix the printed matter under the cooperation of the first threaded column and a threaded cap, so that the printed matter is prevented from deviating in the conveying process; and the embossing and gold stamping position deviation is avoided, and the embossing and gold stamping quality of printed matter is improved."
32921449,2,0.002522,0,0,NOT_NOML,Drive for chain driven coal cutter has a housing fitted to the clearing chain housing and with a removable insert block for access to the chain wheel and chain lifter,"A chain driven coal cutter has the chain wheel (7) mounted on a shaft (8) set through the side plates (2, 3) of a housing bolted onto the chain drive housing of the chain clearing system and directly driven off a clearing chain wheel. The housing can be separated from the clearing chain housing for maintenance and repair. The drive shaft (8) is supported between end bearings (9) with the inner plate (3) having a removable block (13) holding the bearings. A secondary block (14) is attached to and is removed with the removable block and is fitted with a pivot shaft (16) for a chain lifting cam (17). The shaft is fitted through a rear nose of the chain lifting cam which is set in a recess in the rear end of a tapering chain guide (5). The chain wheel and chain lifting cam are easily accessed following removal of the insert block."
15984660,2,0.002415,0,0,NOT_NOML,DIVISION SYSTEM WITH 4-FOLD ACCURACY,PURPOSE:To perform the division of high accuracy at a high speed by using a divider of (4-fold accuracy divided by double accuracy) which improves the accuracy of a dividend without changing the accuracy of a divisor to obtain the approximate value of the quotient and then correcting the quotient. CONSTITUTION:A divider 6 of (4-fold accuracy divided by double accuracy) can improve the accuracy (byte width) of a dividend without changing the accuracy of a divisor and sets the byte width of the divisor added with the width equivalent to +1 digit to a residual register according to the dividend of high accuracy in the first arithmetic cycle time. Then the following lower (n) bits (1 digit) of the dividend are extracted successively at and after the next arithmetic cycle time and then set to the lower (n) bits of a partial residual register. This operation is repeated to perform the division of high accuracy through a divider of low accuracy. The approximate value of the quotient is obtained by the divider 6 and this quotient is corrected by means of a multiplier MXD7 of double accuracy and an adder/subtractor AXR8 of 4-fold accuracy. Thus the division of 4-fold accuracy is carried out.
66307134,2,0.002369,0,0,NOT_NOML,Wanglian seedling packaging box,"The utility model provides a Wanglian seedling packaging box and aims to overcome the defects that in the prior art, a packaging box for transporting Wanglian seedlings is unreasonable in structure, so that the Wanglian seedlings are prone to damage in the transporting process, and boxing of the Wanglian seedlings is inconvenient. The Wanglian seedling packaging box comprises a box body, and a containing cavity is formed in the box body; the accommodating cavity comprises a first accommodating part for accommodating a seedling pot and a second accommodating part for accommodating blades; a connecting hole for communicating the first accommodating part with the second accommodating part is formed between the first accommodating part and the second accommodating part; wherein the box body comprises a first part and a second part, and the first part and the second part are respectively provided with a recess for forming an accommodating cavity. The recesses forming the accommodating cavities are formed in the first part and the second part, the first accommodating part is used for accommodating the seedling basin, the second accommodating part is used for accommodating the leaves, andthe connecting holes are used for accommodating the stems of the king lotus seedlings, so that the transportation of the king lotus seedlings is facilitated, and the king lotus seedlings are not easyto damage in the transportation process."
7199488,2,0.002333,0,0,NOT_NOML,Roller Bearing with Cylindrical Rollers,"1,198,766. Bearings. W. SCHAEFFLER and G. SCHAEFFLER, [trading as INDUSTRIEWERK SCHAEFFLER OHG]. 8 April, 1968 [15 April, 1967], No. 16848/68. Heading F2A. [Also in Division B3] The outer race ring 1 of a cylindrical roller bearing is formed from sheet metal without machining and comprises grooves 8 which are positioned adjacent the ends of the rollers 2 and are formed without machining. A cage 3 may be provided."
70426385,2,0.002296,0,0,NOT_NOML,Belt edge bander,"The invention discloses a belt edge bander. The belt edge bander is suitable for thickness materials of PVC, PU and PE, and includes a rectangular machine frame. The two ends of the machine frame arerespectively connected with an unwinding chuck and a winding chuck, and a plurality of auxiliary carrier rollers are arranged on the machine frame; a slotting roller and a welding and edge banding roller are installed on the machine frame. The slotting roller and the welding and edge banding roller are separated by the auxiliary carrier roller, one end of a thickness material winds the auxiliary carrier rollers, the slotting roller and the welding and edge banding roller in a S shape and extends to the winding chuck to be wound. A slotting component is arranged between the slotting roller andthe welding and edge banding roller. The slotting component includes a first blade, and the first blade is in contact with the thickness material on the slotting roller and is used for slotting the thickness material; an edge banding welding rod component is installed on one side of the welding and edge banding roller, includes a feed tray, the feed tray is in contact with a slot of the thicknessmaterial on the welding and edge banding roller, and an edge band is welded into the slot of the thickness material on the welding and edge banding roller by the feed tray."
69538964,2,0.002287,0,0,NOT_NOML,Air pump,"The utility model is suitable for the technical field of medical equipment. The air pump comprises a transfer pipette used for supporting a sampling head, a piston rod installed in the transfer pipette in a sliding mode, a guide pipe arranged on the transfer pipette in a sleeving mode and connected with the sampling head in an abutting mode, and a sliding block fixedly arranged on the piston rod in a sleeving mode and used for pushing the guide pipe in an abutting mode so that the guide pipe can remove the sampling head. The guide pipe is arranged between the sampling head and the sliding block. Compared with the prior art, the sliding block is fixedly sleeved on the piston rod, when the sampling head needs to be replaced, the piston rod slides downwards along the pipette, and when the sliding block is in contact with the guide pipe, liquid injection in the pipette is completed. And in the process that the piston rod continues to slide downwards, the sliding block drives the guide pipeto slide downwards together, and the guide pipe pushes the sampling head until the sampling head is removed. Therefore, the air pump can automatically complete the operation of removing the samplinghead, the replacement efficiency of the sampling head is high, and the labor cost is low."
90979335,2,0.002243,0,0,NOT_NOML,Blowing module and blower,"The blowing module comprises a machine body shell, a heating assembly and a fan assembly, at least two airflow channels are formed in the machine body shell, and an air inlet and an air outlet which are communicated with the outside are formed in the two ends of each airflow channel respectively; the fan assembly is arranged close to the air inlet, and the heating assembly is arranged in the airflow channel and close to the air outlet. The heating assembly comprises heating pieces, a plurality of containing spaces are formed in the heating assembly, and the heating pieces are arranged in the containing spaces. The blowing module can achieve a more uniform heating effect, and the total contact area of the heating piece and airflow can be increased by arranging the multiple containing spaces, so that the heating efficiency is improved."
86265834,2,0.002192,0,0,NOT_NOML,Multi-station cooperative marshalling station hub small-run operation plan compilation method and system,"The invention belongs to the field of railway freight, and particularly relates to a multi-station cooperative marshalling station hub small-run operation plan compilation method. Comprising a marshalling station and a plurality of intermediate stations, and the intermediate stations and the marshalling station carry out distribution demand reporting and signing, and/or the intermediate stations and the intermediate stations carry out distribution demand reporting and signing; reporting and signing train marshalling demands between the intermediate stations and marshalling stations, and/or reporting and signing train marshalling demands between the intermediate stations; the intermediate station obtains a traffic flow on-line demand according to the signed air distribution demand and the train marshalling demand and reports the traffic flow on-line demand to a marshalling station, and the marshalling station signs for the traffic flow on-line demand; and the marshalling station compiles a first operation plan with the starting station as the intermediate station according to the signed traffic flow on-line demand, and compiles a second operation plan with the starting station as the marshalling station according to the signed air distribution demand and the train marshalling demand. The method has the advantage that the traffic flow orderly flows in the hub range, and the overall efficiency and benefits of a global transportation organization are improved."
75509719,2,0.002068,0,0,NOT_NOML,Method for rapidly and accurately determining mud content of building sand,"The invention discloses a method for quickly and accurately measuring the mud content of building sand. The method comprises the following steps of: 1) uniformly distributing sampling parts when sampling on a sand pile; 2) drying the sand material, weighing the dried sand material to obtain the weight of the sand material, and recording the weight as m1; 3) dissolving the sand material in water, and fully dispersing the agglomerated particles in the sand material; 4) selecting a 200-mesh sieve for first-step sieving, drying and then weighing the obtained components larger than 75 micrometers, and recording the weight of the components is the weight of sand and as m2; and 5) washing the remaining substances through slow flow interruption, washing the turbid solution to a clarified state, collecting the precipitated powder, drying, weighing to obtain the weight m3 of the stone powder, and calculating of the mud content according to a formula. According to the method, only the mud powder smaller than 75 microns is used as a mud substance to calculate the mud content, so that the calculated mud content can better conform to the influence rule of powder substances with different components on the performance of the concrete."
94897672,2,0.001897,0,0,NOT_NOML,Parking structure and control method,"The invention relates to the technical field of gearboxes, in particular to a parking structure and a control method. A transmission structure is arranged on the mounting shaft (1); the transmission structure is connected with a parking gear (2); a driving structure is arranged on the parking gear (2); a pawl (3) is arranged on one side of the mounting shaft (1); the pawl (3) is connected with the parking gear (2); the moving part is changed into the parking gear from the pawl, so that the situation that the pawl is clamped with the parking gear or the pawl breaks teeth unexpectedly when a vehicle is in a non-P gear can be effectively avoided; and meanwhile, the parking gear is connected with the gear shifting assembly through the driving structure, when a P gear is started, the relative positions of the parking gear and the gear shifting assembly are not changed all the time, it can be ensured that when the whole vehicle is at the non-P gear, the parking gear and the pawl are certainly in a disengaged state, and the situation that the gears are not matched does not occur."
5127446,2,0.001839,0,0,NOT_NOML,Washing machine having centrifugal pump,"The washing machine with centrifugal pump not only sprays washing liquid onto the articles but also supplies air bubbles into a spin tub, thereby improving the washing effect. The centrifugal pump includes a first housing, a second housing fixedly coupled to the first one, an impeller in the first housing to circulate the washing liquid into a spraying nozzle or an outlet tub, a rotor rotating inforward and reverse directions ,and a solenoid valve assembly for supplying air to the impeller. The washing maching has complex turbulance in the spin tub to prevent the articles to be tangled. The air bubbles collide against the liquid flow to improve washing efficiency as well as to dissolve detergents easily."
41198835,2,0.001796,0,0,NOT_NOML,MOBILE TERMINAL DEVICE,"In a mobile terminal device, a hinge member and a conductive member provided on a chassis and functioning as an antenna are electrically contacted with each other through the slide operation of a chassis and thereby can be configured as an antenna usable in various use situations without providing a separate antenna. Consequently, the mobile terminal device is provided, the manufacture cost of which can be suppressed, the size and thickness of which can be reduced, and which can prevent antenna characteristics from degrading because the antenna is not provided at a portion gripped by a hand. In the device, a first chassis (101) has a radio circuit (112). A second chassis (102) has a ground plate (121) and is attached so as to be freely slidable with respect to the first chassis (101). A tilt hinge member (104a) rotatably connects the first chassis (101) to the second chassis (102), is fed from the radio circuit (112), and functions as an antenna together with the ground plate (121) when the hinge member is electrically contacted with the ground plate (121) through the slide operation of the second chassis (102)."
52371164,2,0.001761,0,0,NOT_NOML,Flue gas waste heat recovery heat exchanger,"The invention discloses a flue gas waste heat recovery heat exchanger which comprises casing, a filter screen and heat exchange pipes. A gas inlet cavity, a heat exchange cavity and a gas collection cavity are arranged in the casing from left to right in sequence. A flue gas pipe is communicated on the left side of the gas inlet cavity. The filter screen is installed between the flue gas pipe and the gas inlet cavity. A left baffle is vertically arranged between the gas inlet cavity and the heat exchange cavity. Round through holes are formed in the left baffle, the horizontal heat exchange pipes are communicated in all the through holes, and a plurality of fins are fixed on the pipe walls of the heat exchange pipes. The right ends of the heat exchange pipes are fixed on a right baffle. The flue gas waste heat recovery heat exchanger injects flue gases into the heat exchange pipes, and accordingly the heat exchange pipes and the fins deliver heat for the heat exchange cavity simultaneously; flue gases and liquid in the heat exchange cavity exchange heat in the gas inlet cavity and the gas collection cavity; the filter screen can filter out impurities in the flue gases and fasten flue gas circulation. In addition, the flue gas waste heat recovery heat exchanger is not prone to scale, good in the heat exchange effect, reliable in work, efficient and energy saving."
